17056,28866,28275,18101,16195,15094,14785,29685,16177,31133,19725,28862,30537,14731,20090,36217,33854,15312,20455,27789,20305,30387,20209,15660,18435,17483,13522,12121,20211,17246,25385,13680,15128,17159,19180,15458,12438,28211,19673,30670,15771,19114,21317,31219,36837,28516,23615,11708
21485,32449,31725,18101,19048,18678,18223,32767,19670,33949,23113,33027,35140,17823,23319,38721,36700,18995,23812,31388,20305,33673,23813,19294,21867,21396,16171,15730,23442,20384,28352,16574,18479,20221,22699,17607,16067,32217,22726,34274,19336,22883,23853,34310,40351,32224,27047,11789
25533,32713,35633,18101,22610,22011,21957,36522,23418,37876,25780,36618,35140,21626,26123,38721,36700,22559,27821,34709,20305,36711,27262,23133,25077,25193,19617,18488,26923,23730,32122,18532,21583,23784,26286,21482,19448,35271,25864,37319,23110,23701,27559,37896,43926,36103,30141,15028
30347,35670,39520,18101,26469,25407,25892,40089,27399,40926,29710,40237,35140,25849,26123,38721,37674,26611,31120,38818,20305,39606,31122,27204,28578,25836,23674,22407,30637,27327,35999,18546,25235,27463,29420,25028,23012,39370,28103,41528,26907,23701,30983,41619,47436,39554,33888,19142
34492,39015,43706,18101,29425,29090,29579,43076,31053,44825,32951,43419,35140,28920,26123,38721,41673,29594,33983,42454,23674,43364,34934,30809,32130,26001,26574,25879,34723,30634,39771,18546,27531,30953,33252,28566,25520,43071,28103,44932,30205,23701,34539,45442,50540,41984,37473,23084
38973,42530,46346,21083,33499,29153,33397,46331,34770,48406,36418,47263,35140,32334,26123,41805,45002,33024,36769,45822,27527,46623,37677,34531,36035,27360,27870,29860,36839,34433,43780,18613,31444,34697,36585,32069,25520,45296,29731,48965,34055,23701,38139,49038,54114,45629,41280,26945
43369,47619,51324,26028,37700,29153,37968,51116,40358,53730,41280,51793,35140,38024,26123,46085,49959,37731,40887,50216,32114,49282,42595,38930,40290,32355,32192,33686,42102,39237,48620,18613,35622,39592,40335,36622,25520,48076,35226,53337,38721,23701,41910,52633,57947,50298,45963,29057
45292,49734,52744,27948,39704,29153,39941,52424,42236,55249,43005,53518,35140,40141,26502,47591,51637,39577,43121,52440,33572,49282,44246,39124,42522,34120,34084,35849,44010,40803,50830,18613,37042,39916,40721,38062,26365,49430,37028,55604,40867,23701,43879,54308,59605,51563,47768,31596
50262,54290,57623,32606,44937,29153,45033,57206,46754,58426,47249,58222,35140,45777,26502,53318,56788,44974,47687,55419,37500,49282,48415,39124,48681,39072,39474,41922,48946,46021,55492,18793,40798,39916,40721,40290,31094,54560,42226,60787,45554,23701,49189,58656,62106,56306,51110,37322
53061,59841,62088,38043,49609,29153,49838,61695,50773,63139,52399,63239,35140,50686,26554,59214,61421,49252,52303,55419,41887,49543,52934,39124,54390,44384,44566,47101,53675,50823,60234,18793,42932,43537,41885,42033,35696,58145,47206,66648,50048,24535,53775,60154,66292,61389,51110,41913
58671,65743,67795,42790,53124,31472,55155,66427,55937,68772,57289,68408,35140,54491,26554,64650,66045,53695,57321,61046,45513,50397,58751,39124,59666,50326,50350,51787,58083,56235,64107,18793,47521,47356,46794,42553,40414,62392,52520,71215,53864,29988,59359,64926,71630,65914,51110,46827
65079,70000,72629,42790,58230,35416,59398,68947,61534,73348,62021,71440,35140,57778,31689,69356,70878,57979,62137,63652,49630,55131,63964,40589,64734,55647,53678,55670,60667,60824,67987,23046,51289,51369,51515,46719,45503,67855,57727,75835,57855,33722,63988,69034,76142,69773,51110,52385
70177,75312,77579,42790,63785,41112,64796,68947,66489,78161,66328,76468,35140,61117,34923,74648,75100,63096,68034,65284,54637,57554,69379,42112,70117,60280,57422,60287,63831,66098,72956,27591,56700,55985,54671,51703,50406,72690,61695,80236,62922,38990,68556,74371,80586,72927,51110,56333
74812,79195,82012,42790,67776,46131,68460,68947,70738,83390,71868,79449,35140,64601,40080,78786,79100,67533,72212,69583,56320,59565,73140,44616,73904,64305,62152,64370,68897,71290,76019,31009,61378,60510,59196,56866,55078,76485,66712,85659,67551,43833,72367,74429,82855,76369,51190,60199
79090,82612,86253,42790,72961,50617,72692,70705,74074,87586,75725,81240,35140,69159,44747,82652,83081,71454,73554,74679,56320,64325,77357,48934,73904,68541,66375,69164,71701,75532,80766,35966,65732,65795,64197,60963,59011,81491,71534,90068,70806,48123,76042,74429,85537,80233,51190,64314
81176,85985,91123,42790,78365,55485,78256,75662,79141,93021,80665,86554,35140,73881,48196,88084,87320,76280,73852,80145,56320,68694,82767,51723,73904,74419,71599,74034,77473,80748,85902,40767,70859,70934,68259,65881,63179,85870,76987,95033,74585,53656,81384,74429,87623,84659,51190,68513
84933,89700,95219,42790,83069,58657,82909,81555,84117,96686,85541,91444,35140,79201,52670,91049,87320,80240,78494,84124,56320,70925,86474,55955,74236,78314,75012,77849,82462,82577,89625,44644,75770,75279,73791,70575,67109,91316,78096,1.0027e+05,78529,58009,85658,74429,91836,88702,51190,72765
90451,94888,99245,43676,87517,63524,87220,86787,88234,1.0228e+05,91002,94115,35140,84055,57737,96403,87320,80844,84037,87514,58635,73264,90964,59955,74236,82883,80283,83142,88011,87910,94377,49899,80992,81684,78880,75525,72000,94582,82433,1.0539e+05,82095,63612,90827,76482,95978,94439,51190,77189
95138,97246,1.009e+05,46659,87661,67453,90816,90924,91510,1.0747e+05,91002,94720,35596,88524,62508,1.004e+05,87320,86805,88398,87514,61264,76919,94802,65640,74236,86248,82716,84855,91451,92325,97220,53797,81510,84736,84378,79513,75502,98057,89034,1.101e+05,85421,67899,96217,81490,99780,98393,55123,80040
99629,98789,1.054e+05,51686,87661,70230,93038,91962,96236,1.0893e+05,94627,99677,40689,91231,69032,1.0591e+05,87320,91804,94314,87514,65714,80583,1.004e+05,68311,74236,92720,88907,85033,96613,97918,98524,56077,84959,89865,88527,84473,80973,1.027e+05,95114,1.1328e+05,90128,71439,1.0159e+05,86680,1.05e+05,1.0424e+05,59535,82490
1.0362e+05,1.0171e+05,1.1024e+05,57305,89411,73221,97031,97020,99740,1.1097e+05,99557,1.0365e+05,44485,96974,73762,1.1001e+05,87320,96762,98877,88205,70328,84692,1.0614e+05,74068,75996,98598,94217,89322,1.0124e+05,1.0076e+05,1.0173e+05,58791,88168,93361,91989,87339,85079,1.0566e+05,1.0089e+05,1.1881e+05,94624,75964,1.0648e+05,91025,1.1074e+05,1.049e+05,64239,85998
1.0768e+05,1.0535e+05,1.1454e+05,61879,94206,78216,1.0034e+05,1.013e+05,1.0306e+05,1.1416e+05,1.0477e+05,1.0711e+05,47583,1.0114e+05,79483,1.1477e+05,87320,99412,1.0417e+05,92650,75706,89074,1.1224e+05,77449,80498,1.0354e+05,99603,93691,1.0533e+05,1.0532e+05,1.0481e+05,63144,92110,99100,96926,93666,89380,1.0945e+05,1.0559e+05,1.2321e+05,99294,77756,1.1055e+05,96634,1.1283e+05,1.049e+05,69497,89621
1.1095e+05,1.111e+05,1.1855e+05,66804,1.0005e+05,82920,1.0431e+05,1.0468e+05,1.0803e+05,1.1858e+05,1.0806e+05,1.1115e+05,51807,1.0617e+05,85434,1.1801e+05,87321,1.0445e+05,1.0837e+05,96098,81811,93319,1.1794e+05,81829,85580,1.0829e+05,1.0229e+05,98491,1.0956e+05,1.0887e+05,1.0792e+05,68310,98509,1.0376e+05,1.0176e+05,98104,94144,1.1441e+05,1.1044e+05,1.2734e+05,1.0347e+05,82796,1.1145e+05,1.0096e+05,1.1787e+05,1.049e+05,75834,94329
1.1495e+05,1.1372e+05,1.2402e+05,71435,1.0366e+05,86569,1.0932e+05,1.0884e+05,1.1209e+05,1.2305e+05,1.1239e+05,1.146e+05,56362,1.1103e+05,91488,1.1839e+05,91111,1.0853e+05,1.1238e+05,1.0107e+05,86947,97921,1.2014e+05,86349,90765,1.1224e+05,1.0704e+05,1.0364e+05,1.1164e+05,1.1405e+05,1.1225e+05,72233,1.032e+05,1.0594e+05,1.0575e+05,1.0286e+05,98494,1.1854e+05,1.1506e+05,1.3191e+05,1.0854e+05,87840,1.1563e+05,1.0483e+05,1.229e+05,1.049e+05,79144,94329
1.1988e+05,1.197e+05,1.2857e+05,74212,1.085e+05,88907,1.1441e+05,1.1348e+05,1.1665e+05,1.2606e+05,1.1675e+05,1.1861e+05,61602,1.1426e+05,95523,1.2125e+05,96780,1.1367e+05,1.174e+05,1.0505e+05,91641,1.0156e+05,1.2503e+05,91215,94872,1.1617e+05,1.1127e+05,1.0787e+05,1.1245e+05,1.1879e+05,1.1604e+05,76082,1.0872e+05,1.1016e+05,1.0826e+05,1.0504e+05,1.0149e+05,1.2317e+05,1.1938e+05,1.3512e+05,1.1313e+05,91949,1.1922e+05,1.0978e+05,1.2725e+05,1.049e+05,84623,99251
1.2317e+05,1.2117e+05,1.309e+05,77878,1.1233e+05,93504,1.1871e+05,1.1704e+05,1.2088e+05,1.2851e+05,1.2038e+05,1.2226e+05,65360,1.1764e+05,97469,1.2308e+05,1.0175e+05,1.1728e+05,1.2206e+05,1.0822e+05,95020,1.0503e+05,1.288e+05,94637,99515,1.1881e+05,1.1399e+05,1.1128e+05,1.1438e+05,1.2224e+05,1.1977e+05,81188,1.1313e+05,1.1393e+05,1.1326e+05,1.0866e+05,1.0467e+05,1.2687e+05,1.2381e+05,1.3823e+05,1.1722e+05,96955,1.2272e+05,1.137e+05,1.3031e+05,1.049e+05,88154,1.02e+05
1.2695e+05,1.2486e+05,1.3449e+05,82900,1.1566e+05,97343,1.2284e+05,1.191e+05,1.2462e+05,1.3183e+05,1.2398e+05,1.2702e+05,71327,1.2133e+05,1.011e+05,1.2708e+05,1.0708e+05,1.2108e+05,1.2577e+05,1.106e+05,99529,1.0934e+05,1.3333e+05,98563,1.0317e+05,1.2184e+05,1.1779e+05,1.1693e+05,1.1917e+05,1.2635e+05,1.2254e+05,85916,1.1748e+05,1.184e+05,1.1845e+05,1.1042e+05,1.0733e+05,1.3097e+05,1.2819e+05,1.3864e+05,1.2068e+05,1.0197e+05,1.2724e+05,1.1845e+05,1.3123e+05,1.049e+05,91966,1.0589e+05
1.294e+05,1.2996e+05,1.3791e+05,87416,1.1934e+05,1.0357e+05,1.2675e+05,1.2441e+05,1.2744e+05,1.3545e+05,1.2971e+05,1.3174e+05,77437,1.2484e+05,1.0378e+05,1.3192e+05,1.1008e+05,1.2443e+05,1.3171e+05,1.141e+05,1.027e+05,1.1285e+05,1.3725e+05,1.0276e+05,1.0756e+05,1.2629e+05,1.218e+05,1.2245e+05,1.2442e+05,1.2949e+05,1.2617e+05,92371,1.2124e+05,1.2273e+05,1.223e+05,1.1562e+05,1.0962e+05,1.3541e+05,1.3281e+05,1.4152e+05,1.2477e+05,1.0798e+05,1.3082e+05,1.2287e+05,1.3453e+05,1.049e+05,95874,1.1131e+05
1.3199e+05,1.3188e+05,1.395e+05,89055,1.2208e+05,1.0672e+05,1.287e+05,1.2783e+05,1.2879e+05,1.3711e+05,1.3237e+05,1.3411e+05,77437,1.2564e+05,1.0609e+05,1.3395e+05,1.1236e+05,1.2714e+05,1.3262e+05,1.1675e+05,1.0517e+05,1.1582e+05,1.3967e+05,1.0528e+05,1.1097e+05,1.2971e+05,1.2212e+05,1.2431e+05,1.2782e+05,1.3175e+05,1.2842e+05,92923,1.2333e+05,1.2466e+05,1.2611e+05,1.1793e+05,1.1005e+05,1.3726e+05,1.3518e+05,1.4425e+05,1.2595e+05,1.1095e+05,1.339e+05,1.2545e+05,1.3618e+05,1.049e+05,98398,1.1341e+05
1.352e+05,1.3494e+05,1.4328e+05,91739,1.2644e+05,1.1156e+05,1.3232e+05,1.3274e+05,1.3347e+05,1.4027e+05,1.3658e+05,1.3678e+05,81834,1.2564e+05,1.0958e+05,1.3762e+05,1.1514e+05,1.3088e+05,1.3752e+05,1.1919e+05,1.0957e+05,1.1873e+05,1.4505e+05,1.0771e+05,1.1409e+05,1.3372e+05,1.2627e+05,1.2856e+05,1.3215e+05,1.3543e+05,1.3138e+05,92923,1.2708e+05,1.282e+05,1.3116e+05,1.2195e+05,1.1349e+05,1.4209e+05,1.3773e+05,1.4743e+05,1.2921e+05,1.1392e+05,1.3904e+05,1.2977e+05,1.3869e+05,1.049e+05,1.0294e+05,1.1931e+05
1.3669e+05,1.391e+05,1.4543e+05,92204,1.292e+05,1.1718e+05,1.3528e+05,1.3913e+05,1.3833e+05,1.4483e+05,1.414e+05,1.4088e+05,86299,1.2564e+05,1.1289e+05,1.4224e+05,1.1869e+05,1.3483e+05,1.4153e+05,1.2315e+05,1.1286e+05,1.2211e+05,1.4964e+05,1.1034e+05,1.1936e+05,1.352e+05,1.3057e+05,1.3153e+05,1.3812e+05,1.3746e+05,1.3381e+05,92923,1.2995e+05,1.32e+05,1.3563e+05,1.266e+05,1.1744e+05,1.442e+05,1.3993e+05,1.4993e+05,1.3133e+05,1.1726e+05,1.4324e+05,1.3416e+05,1.4177e+05,1.049e+05,1.0643e+05,1.2243e+05
1.4257e+05,1.4225e+05,1.4962e+05,92204,1.3324e+05,1.2106e+05,1.3528e+05,1.4271e+05,1.4164e+05,1.4798e+05,1.4327e+05,1.4473e+05,91507,1.2971e+05,1.1726e+05,1.4321e+05,1.2033e+05,1.3971e+05,1.4496e+05,1.2719e+05,1.163e+05,1.2237e+05,1.5279e+05,1.1471e+05,1.2417e+05,1.3523e+05,1.3503e+05,1.352e+05,1.4322e+05,1.4008e+05,1.3757e+05,92923,1.2995e+05,1.3604e+05,1.3998e+05,1.308e+05,1.2192e+05,1.4717e+05,1.4019e+05,1.4993e+05,1.3551e+05,1.2174e+05,1.4798e+05,1.378e+05,1.4622e+05,1.049e+05,1.1128e+05,1.2605e+05
1.4672e+05,1.4667e+05,1.5408e+05,92204,1.3741e+05,1.2571e+05,1.3863e+05,1.4704e+05,1.4607e+05,1.5013e+05,1.4613e+05,1.4851e+05,96879,1.334e+05,1.2115e+05,1.4321e+05,1.2033e+05,1.4444e+05,1.4859e+05,1.2959e+05,1.214e+05,1.2237e+05,1.5616e+05,1.1842e+05,1.2672e+05,1.3607e+05,1.3944e+05,1.3911e+05,1.4898e+05,1.4421e+05,1.4106e+05,92923,1.2995e+05,1.3928e+05,1.4264e+05,1.3278e+05,1.2643e+05,1.5174e+05,1.4019e+05,1.5217e+05,1.3865e+05,1.25e+05,1.5329e+05,1.4243e+05,1.5007e+05,1.049e+05,1.1649e+05,1.307e+05
1.5117e+05,1.503e+05,1.583e+05,94232,1.4196e+05,1.3079e+05,1.4317e+05,1.5138e+05,1.5024e+05,1.5477e+05,1.5121e+05,1.5357e+05,1.0189e+05,1.381e+05,1.2632e+05,1.4321e+05,1.2329e+05,1.4906e+05,1.5203e+05,1.3343e+05,1.2381e+05,1.2404e+05,1.6035e+05,1.2308e+05,1.2752e+05,1.4014e+05,1.4348e+05,1.42e+05,1.5458e+05,1.4854e+05,1.4436e+05,93242,1.3096e+05,1.4195e+05,1.472e+05,1.3639e+05,1.3044e+05,1.5601e+05,1.411e+05,1.5461e+05,1.4066e+05,1.3013e+05,1.5838e+05,1.4743e+05,1.5454e+05,1.049e+05,1.1905e+05,1.3403e+05
1.5491e+05,1.5605e+05,1.6178e+05,95953,1.4585e+05,1.347e+05,1.4784e+05,1.546e+05,1.5396e+05,1.5902e+05,1.5643e+05,1.5844e+05,1.0539e+05,1.4135e+05,1.3075e+05,1.4321e+05,1.2761e+05,1.5205e+05,1.5613e+05,1.3757e+05,1.2768e+05,1.2896e+05,1.6433e+05,1.2656e+05,1.3219e+05,1.4205e+05,1.4675e+05,1.4597e+05,1.5656e+05,1.5205e+05,1.4855e+05,96923,1.3365e+05,1.4671e+05,1.518e+05,1.4089e+05,1.3454e+05,1.6021e+05,1.4195e+05,1.5865e+05,1.4337e+05,1.3506e+05,1.6278e+05,1.4782e+05,1.5865e+05,1.049e+05,1.2264e+05,1.3819e+05
1.5927e+05,1.5758e+05,1.6503e+05,99864,1.5031e+05,1.3892e+05,1.5104e+05,1.5762e+05,1.5862e+05,1.6247e+05,1.6115e+05,1.6169e+05,1.1047e+05,1.4535e+05,1.3458e+05,1.4663e+05,1.3099e+05,1.5734e+05,1.5985e+05,1.4247e+05,1.3171e+05,1.3302e+05,1.6886e+05,1.3153e+05,1.3734e+05,1.4629e+05,1.5078e+05,1.5097e+05,1.607e+05,1.5659e+05,1.5672e+05,1.0059e+05,1.3799e+05,1.5047e+05,1.5436e+05,1.4599e+05,1.381e+05,1.645e+05,1.433e+05,1.608e+05,1.482e+05,1.3948e+05,1.6626e+05,1.4782e+05,1.6302e+05,1.049e+05,1.2827e+05,1.43e+05
1.6194e+05,1.6181e+05,1.6894e+05,1.0404e+05,1.5511e+05,1.4283e+05,1.5561e+05,1.6221e+05,1.6303e+05,1.6248e+05,1.6581e+05,1.6518e+05,1.1423e+05,1.4948e+05,1.3879e+05,1.5042e+05,1.3612e+05,1.6214e+05,1.6458e+05,1.4706e+05,1.3599e+05,1.3718e+05,1.7276e+05,1.3634e+05,1.4183e+05,1.4887e+05,1.5344e+05,1.5446e+05,1.6738e+05,1.618e+05,1.5672e+05,1.0337e+05,1.4085e+05,1.5339e+05,1.5759e+05,1.491e+05,1.4261e+05,1.692e+05,1.4796e+05,1.6474e+05,1.5288e+05,1.4412e+05,1.6934e+05,1.4832e+05,1.6651e+05,1.049e+05,1.3201e+05,1.4776e+05
1.6787e+05,1.659e+05,1.7442e+05,1.0925e+05,1.6016e+05,1.4888e+05,1.6106e+05,1.6782e+05,1.6757e+05,1.6306e+05,1.7087e+05,1.7136e+05,1.207e+05,1.5447e+05,1.4471e+05,1.5629e+05,1.4199e+05,1.668e+05,1.7031e+05,1.5116e+05,1.4096e+05,1.4173e+05,1.7625e+05,1.4275e+05,1.4603e+05,1.5419e+05,1.5687e+05,1.5945e+05,1.737e+05,1.668e+05,1.6079e+05,1.0937e+05,1.4578e+05,1.5801e+05,1.6158e+05,1.552e+05,1.4727e+05,1.736e+05,1.5332e+05,1.7071e+05,1.5797e+05,1.4918e+05,1.7503e+05,1.5281e+05,1.7318e+05,1.049e+05,1.3776e+05,1.5267e+05
1.7053e+05,1.678e+05,1.771e+05,1.1264e+05,1.631e+05,1.519e+05,1.6478e+05,1.7103e+05,1.7058e+05,1.6579e+05,1.7486e+05,1.7484e+05,1.2382e+05,1.5754e+05,1.4797e+05,1.5982e+05,1.4482e+05,1.6908e+05,1.7319e+05,1.5371e+05,1.4431e+05,1.4516e+05,1.7882e+05,1.4523e+05,1.4652e+05,1.5706e+05,1.581e+05,1.6232e+05,1.7688e+05,1.6938e+05,1.6458e+05,1.1181e+05,1.4912e+05,1.6177e+05,1.6464e+05,1.5845e+05,1.5113e+05,1.7711e+05,1.5609e+05,1.7394e+05,1.6101e+05,1.5194e+05,1.7722e+05,1.5502e+05,1.7594e+05,1.049e+05,1.4171e+05,1.5583e+05
1.7502e+05,1.7304e+05,1.816e+05,1.167e+05,1.6696e+05,1.568e+05,1.69e+05,1.7565e+05,1.7386e+05,1.6932e+05,1.7851e+05,1.785e+05,1.2854e+05,1.6216e+05,1.528e+05,1.6375e+05,1.4847e+05,1.7142e+05,1.7746e+05,1.5751e+05,1.4851e+05,1.4931e+05,1.8179e+05,1.4993e+05,1.4652e+05,1.618e+05,1.6284e+05,1.6714e+05,1.8131e+05,1.733e+05,1.6802e+05,1.166e+05,1.5282e+05,1.6546e+05,1.6913e+05,1.6225e+05,1.5386e+05,1.7976e+05,1.6071e+05,1.7838e+05,1.6564e+05,1.5594e+05,1.8167e+05,1.595e+05,1.7921e+05,1.049e+05,1.4494e+05,1.5969e+05
1.7827e+05,1.7786e+05,1.8535e+05,1.2113e+05,1.709e+05,1.6152e+05,1.7315e+05,1.8001e+05,1.7878e+05,1.7317e+05,1.8255e+05,1.8237e+05,1.3303e+05,1.6715e+05,1.5677e+05,1.6689e+05,1.5272e+05,1.7483e+05,1.8074e+05,1.6269e+05,1.536e+05,1.5367e+05,1.8492e+05,1.5462e+05,1.4815e+05,1.6549e+05,1.6685e+05,1.721e+05,1.8333e+05,1.7765e+05,1.7128e+05,1.1996e+05,1.5707e+05,1.6976e+05,1.7379e+05,1.6724e+05,1.5757e+05,1.8374e+05,1.6518e+05,1.8279e+05,1.6983e+05,1.6015e+05,1.8559e+05,1.6384e+05,1.8326e+05,1.0566e+05,1.4872e+05,1.6292e+05
1.8284e+05,1.8027e+05,1.9001e+05,1.2607e+05,1.7511e+05,1.6457e+05,1.7713e+05,1.8341e+05,1.8246e+05,1.7658e+05,1.8652e+05,1.8713e+05,1.3712e+05,1.7048e+05,1.6029e+05,1.7046e+05,1.5695e+05,1.7879e+05,1.8387e+05,1.6603e+05,1.5711e+05,1.5755e+05,1.8736e+05,1.5646e+05,1.5255e+05,1.6944e+05,1.7074e+05,1.7531e+05,1.8741e+05,1.8121e+05,1.7591e+05,1.2376e+05,1.6102e+05,1.7419e+05,1.7775e+05,1.7107e+05,1.5923e+05,1.8761e+05,1.6915e+05,1.8717e+05,1.7238e+05,1.6361e+05,1.8788e+05,1.6802e+05,1.8719e+05,1.098e+05,1.5328e+05,1.6646e+05
1.8788e+05,1.8463e+05,1.9175e+05,1.3119e+05,1.7891e+05,1.6749e+05,1.784e+05,1.8739e+05,1.8633e+05,1.7994e+05,1.8777e+05,1.9083e+05,1.4186e+05,1.7437e+05,1.6526e+05,1.7477e+05,1.601e+05,1.8316e+05,1.8736e+05,1.699e+05,1.6129e+05,1.6275e+05,1.9031e+05,1.6062e+05,1.5681e+05,1.7314e+05,1.7348e+05,1.8046e+05,1.9128e+05,1.8516e+05,1.8023e+05,1.2736e+05,1.6515e+05,1.7861e+05,1.8219e+05,1.7518e+05,1.6391e+05,1.9092e+05,1.72e+05,1.9112e+05,1.772e+05,1.6765e+05,1.9005e+05,1.7237e+05,1.9154e+05,1.1307e+05,1.5804e+05,1.6904e+05
1.9201e+05,1.8639e+05,1.9633e+05,1.3422e+05,1.8332e+05,1.697e+05,1.8058e+05,1.8769e+05,1.897e+05,1.8445e+05,1.8879e+05,1.9484e+05,1.4561e+05,1.7833e+05,1.6899e+05,1.7742e+05,1.6467e+05,1.8863e+05,1.9119e+05,1.7287e+05,1.6437e+05,1.6642e+05,1.9302e+05,1.6531e+05,1.609e+05,1.7578e+05,1.7652e+05,1.8317e+05,1.959e+05,1.8859e+05,1.8437e+05,1.3113e+05,1.6901e+05,1.8278e+05,1.8612e+05,1.7844e+05,1.6821e+05,1.9469e+05,1.763e+05,1.9472e+05,1.7997e+05,1.7184e+05,1.924e+05,1.7709e+05,1.9483e+05,1.1632e+05,1.6189e+05,1.7195e+05
1.9386e+05,1.8651e+05,1.9904e+05,1.3743e+05,1.8552e+05,1.7187e+05,1.8326e+05,1.8769e+05,1.9185e+05,1.8669e+05,1.9175e+05,1.9782e+05,1.4901e+05,1.8133e+05,1.7197e+05,1.7983e+05,1.6645e+05,1.9107e+05,1.94e+05,1.7567e+05,1.6696e+05,1.6892e+05,1.9472e+05,1.6885e+05,1.6354e+05,1.783e+05,1.7909e+05,1.8668e+05,1.9828e+05,1.9021e+05,1.8563e+05,1.3338e+05,1.7161e+05,1.8529e+05,1.8813e+05,1.8062e+05,1.7201e+05,1.9711e+05,1.7902e+05,1.96e+05,1.8378e+05,1.7374e+05,1.9267e+05,1.8012e+05,1.9764e+05,1.1834e+05,1.6423e+05,1.7429e+05
1.968e+05,1.8651e+05,2.0205e+05,1.4001e+05,1.8825e+05,1.7578e+05,1.8453e+05,1.8769e+05,1.9388e+05,1.9051e+05,1.9397e+05,2.0116e+05,1.5107e+05,1.838e+05,1.7406e+05,1.8295e+05,1.691e+05,1.942e+05,1.97e+05,1.7683e+05,1.6979e+05,1.7189e+05,1.9576e+05,1.7019e+05,1.6615e+05,1.8141e+05,1.8154e+05,1.8901e+05,2.0135e+05,1.9368e+05,1.883e+05,1.3675e+05,1.7433e+05,1.8771e+05,1.9116e+05,1.8369e+05,1.7478e+05,1.9942e+05,1.8253e+05,1.9939e+05,1.864e+05,1.7681e+05,1.9387e+05,1.8387e+05,2.0004e+05,1.2092e+05,1.6672e+05,1.7805e+05
