1.9775e+05,2.3627e+05,2.0295e+05,2.452e+05,2.4733e+05,2.2753e+05,2.6046e+05,2.4141e+05,2.4744e+05,2.2662e+05,2.416e+05,2.6472e+05
1.9959e+05,2.3858e+05,2.0486e+05,2.4696e+05,2.4936e+05,2.2957e+05,2.6277e+05,2.4299e+05,2.4954e+05,2.2866e+05,2.4352e+05,2.6704e+05
2.0179e+05,2.4144e+05,2.0684e+05,2.496e+05,2.517e+05,2.3185e+05,2.6502e+05,2.4535e+05,2.5214e+05,2.3104e+05,2.4619e+05,2.7066e+05
2.0444e+05,2.4415e+05,2.094e+05,2.5184e+05,2.5379e+05,2.3344e+05,2.675e+05,2.4776e+05,2.5483e+05,2.3313e+05,2.4867e+05,2.7469e+05
2.062e+05,2.4647e+05,2.1169e+05,2.542e+05,2.564e+05,2.3577e+05,2.6954e+05,2.5022e+05,2.5713e+05,2.3578e+05,2.5095e+05,2.788e+05
2.0825e+05,2.4787e+05,2.1452e+05,2.5644e+05,2.5898e+05,2.3896e+05,2.7272e+05,2.5329e+05,2.6019e+05,2.374e+05,2.5284e+05,2.8325e+05
2.1134e+05,2.4881e+05,2.1711e+05,2.5858e+05,2.608e+05,2.4226e+05,2.7536e+05,2.5555e+05,2.6161e+05,2.3919e+05,2.5501e+05,2.8476e+05
2.1483e+05,2.5042e+05,2.1849e+05,2.5921e+05,2.627e+05,2.4429e+05,2.7738e+05,2.5701e+05,2.6286e+05,2.4082e+05,2.5506e+05,2.8503e+05
2.1694e+05,2.5269e+05,2.2096e+05,2.6128e+05,2.6473e+05,2.4599e+05,2.8004e+05,2.6097e+05,2.6481e+05,2.4352e+05,2.5506e+05,2.8715e+05
2.1854e+05,2.5435e+05,2.231e+05,2.6255e+05,2.6632e+05,2.4899e+05,2.8184e+05,2.6496e+05,2.6739e+05,2.4606e+05,2.5583e+05,2.8998e+05
2.2007e+05,2.561e+05,2.2444e+05,2.6408e+05,2.6804e+05,2.5169e+05,2.862e+05,2.6891e+05,2.6926e+05,2.4868e+05,2.5723e+05,2.9264e+05
2.2199e+05,2.5794e+05,2.2483e+05,2.6632e+05,2.7002e+05,2.5309e+05,2.9023e+05,2.7333e+05,2.7169e+05,2.5162e+05,2.5932e+05,2.9445e+05
2.2557e+05,2.5995e+05,2.2693e+05,2.6833e+05,2.7268e+05,2.5504e+05,2.9286e+05,2.7583e+05,2.7406e+05,2.5398e+05,2.6169e+05,2.9665e+05
2.2776e+05,2.6212e+05,2.2933e+05,2.6976e+05,2.7501e+05,2.5657e+05,2.9493e+05,2.7793e+05,2.7673e+05,2.5667e+05,2.6346e+05,2.9904e+05
2.3027e+05,2.6378e+05,2.3168e+05,2.7148e+05,2.7718e+05,2.5976e+05,2.9769e+05,2.8098e+05,2.7957e+05,2.5919e+05,2.6632e+05,3.0172e+05
2.3132e+05,2.6462e+05,2.3298e+05,2.725e+05,2.781e+05,2.6063e+05,2.9847e+05,2.8294e+05,2.8112e+05,2.6072e+05,2.6713e+05,3.0268e+05
2.3302e+05,2.6595e+05,2.3502e+05,2.7452e+05,2.8006e+05,2.6188e+05,3.0086e+05,2.8655e+05,2.8251e+05,2.6258e+05,2.692e+05,3.0419e+05
2.3463e+05,2.6706e+05,2.3635e+05,2.7618e+05,2.8242e+05,2.6354e+05,3.0296e+05,2.8871e+05,2.8445e+05,2.6385e+05,2.7137e+05,3.0654e+05
2.3477e+05,2.6786e+05,2.3866e+05,2.7871e+05,2.848e+05,2.6511e+05,3.0454e+05,2.9154e+05,2.8768e+05,2.6531e+05,2.7364e+05,3.0826e+05
2.3477e+05,2.6925e+05,2.394e+05,2.8034e+05,2.8672e+05,2.6642e+05,3.0644e+05,2.9465e+05,2.9008e+05,2.6779e+05,2.7428e+05,3.1039e+05
2.3509e+05,2.7037e+05,2.4108e+05,2.8203e+05,2.8891e+05,2.6752e+05,3.0887e+05,2.9706e+05,2.9165e+05,2.6989e+05,2.7561e+05,3.1202e+05
2.3636e+05,2.7156e+05,2.4257e+05,2.8375e+05,2.9125e+05,2.6993e+05,3.113e+05,2.9959e+05,2.94e+05,2.7162e+05,2.7757e+05,3.1396e+05
2.3774e+05,2.7296e+05,2.4442e+05,2.8579e+05,2.9308e+05,2.7137e+05,3.1268e+05,3.0127e+05,2.9506e+05,2.7368e+05,2.7953e+05,3.1584e+05
2.3926e+05,2.7409e+05,2.4595e+05,2.8751e+05,2.9511e+05,2.7265e+05,3.1423e+05,3.0293e+05,2.9707e+05,2.7537e+05,2.8104e+05,3.1782e+05
2.4096e+05,2.7588e+05,2.4793e+05,2.899e+05,2.966e+05,2.7447e+05,3.1565e+05,3.0456e+05,2.9885e+05,2.7687e+05,2.8283e+05,3.1977e+05
2.4242e+05,2.7733e+05,2.4901e+05,2.9105e+05,2.9813e+05,2.7539e+05,3.1668e+05,3.0594e+05,2.9997e+05,2.7813e+05,2.837e+05,3.2085e+05
2.4641e+05,2.7887e+05,2.511e+05,2.9266e+05,3.0047e+05,2.7775e+05,3.1802e+05,3.0824e+05,3.0208e+05,2.806e+05,2.855e+05,3.2238e+05
2.4848e+05,2.8119e+05,2.5215e+05,2.9433e+05,3.0188e+05,2.7948e+05,3.1961e+05,3.097e+05,3.033e+05,2.8187e+05,2.8753e+05,3.2375e+05
2.5017e+05,2.8315e+05,2.5303e+05,2.9601e+05,3.0416e+05,2.8069e+05,3.209e+05,3.1141e+05,3.0423e+05,2.8353e+05,2.8885e+05,3.2568e+05
2.5205e+05,2.8487e+05,2.5478e+05,2.9734e+05,3.0601e+05,2.8215e+05,3.2228e+05,3.13e+05,3.0584e+05,2.8531e+05,2.9111e+05,3.2741e+05
2.5397e+05,2.867e+05,2.5546e+05,2.9874e+05,3.0739e+05,2.8381e+05,3.2333e+05,3.142e+05,3.0703e+05,2.871e+05,2.9274e+05,3.2837e+05
2.5539e+05,2.8837e+05,2.5546e+05,2.9874e+05,3.0739e+05,2.8381e+05,3.2333e+05,3.142e+05,3.0924e+05,2.895e+05,2.9274e+05,3.2837e+05
2.5647e+05,2.8994e+05,2.5546e+05,2.9874e+05,3.0739e+05,2.8381e+05,3.2333e+05,3.142e+05,3.1268e+05,2.9125e+05,2.9274e+05,3.2837e+05
2.5724e+05,2.9073e+05,2.5591e+05,2.9928e+05,3.0832e+05,2.8422e+05,3.2396e+05,3.148e+05,3.1325e+05,2.9287e+05,2.9351e+05,3.2869e+05
2.5861e+05,2.9231e+05,2.5737e+05,3.0124e+05,3.0976e+05,2.8577e+05,3.2566e+05,3.1638e+05,3.1411e+05,2.9422e+05,2.9547e+05,3.3059e+05
2.6093e+05,2.9441e+05,2.5845e+05,3.0261e+05,3.1104e+05,2.8687e+05,3.2722e+05,3.1815e+05,3.155e+05,2.9544e+05,2.9678e+05,3.3182e+05
2.626e+05,2.9651e+05,2.5891e+05,3.0382e+05,3.1245e+05,2.881e+05,3.2866e+05,3.194e+05,3.1674e+05,2.972e+05,2.9776e+05,3.325e+05
2.6435e+05,2.9903e+05,2.5948e+05,3.0533e+05,3.1405e+05,2.898e+05,3.3029e+05,3.2103e+05,3.1901e+05,2.9924e+05,2.9986e+05,3.3429e+05
2.6498e+05,3.0072e+05,2.6024e+05,3.0721e+05,3.1583e+05,2.9175e+05,3.3175e+05,3.2296e+05,3.1923e+05,3.0013e+05,3.0174e+05,3.3666e+05
2.6582e+05,3.021e+05,2.615e+05,3.0904e+05,3.1735e+05,2.9309e+05,3.3319e+05,3.2472e+05,3.2099e+05,3.0162e+05,3.0327e+05,3.3799e+05
2.6772e+05,3.0377e+05,2.6322e+05,3.1105e+05,3.1922e+05,2.9452e+05,3.3489e+05,3.2689e+05,3.2288e+05,3.0351e+05,3.0523e+05,3.3926e+05
2.6939e+05,3.0533e+05,2.6454e+05,3.1242e+05,3.2047e+05,2.9545e+05,3.3601e+05,3.2842e+05,3.2437e+05,3.0433e+05,3.0657e+05,3.407e+05
2.7094e+05,3.0692e+05,2.6621e+05,3.1456e+05,3.2197e+05,2.9706e+05,3.3775e+05,3.2983e+05,3.2642e+05,3.0572e+05,3.0849e+05,3.4225e+05
2.7192e+05,3.0867e+05,2.6835e+05,3.1605e+05,3.2481e+05,2.9975e+05,3.3948e+05,3.3073e+05,3.2866e+05,3.0731e+05,3.124e+05,3.4496e+05
2.7311e+05,3.1032e+05,2.6949e+05,3.1605e+05,3.2691e+05,3.0065e+05,3.4061e+05,3.3213e+05,3.307e+05,3.0996e+05,3.1432e+05,3.4684e+05
2.7484e+05,3.1233e+05,2.7152e+05,3.1752e+05,3.2863e+05,3.0247e+05,3.4212e+05,3.3376e+05,3.3314e+05,3.1308e+05,3.1691e+05,3.495e+05
2.7647e+05,3.1389e+05,2.7304e+05,3.1955e+05,3.3005e+05,3.0313e+05,3.4343e+05,3.3556e+05,3.346e+05,3.1514e+05,3.1916e+05,3.5071e+05
2.7866e+05,3.1527e+05,2.7479e+05,3.2133e+05,3.3167e+05,3.0519e+05,3.4561e+05,3.3747e+05,3.3567e+05,3.1709e+05,3.2113e+05,3.5196e+05
2.8025e+05,3.1706e+05,2.76e+05,3.2296e+05,3.3386e+05,3.0632e+05,3.475e+05,3.392e+05,3.3725e+05,3.1878e+05,3.2292e+05,3.5379e+05
2.8176e+05,3.1892e+05,2.7736e+05,3.2447e+05,3.3568e+05,3.0713e+05,3.4928e+05,3.4085e+05,3.3889e+05,3.2041e+05,3.2508e+05,3.5422e+05
2.8345e+05,3.2077e+05,2.7951e+05,3.2609e+05,3.3752e+05,3.0906e+05,3.5036e+05,3.427e+05,3.4046e+05,3.2213e+05,3.2655e+05,3.5604e+05
2.8465e+05,3.2278e+05,2.8089e+05,3.2799e+05,3.3927e+05,3.1095e+05,3.5218e+05,3.4386e+05,3.4187e+05,3.2342e+05,3.2824e+05,3.5754e+05
2.8634e+05,3.2449e+05,2.8148e+05,3.2938e+05,3.4069e+05,3.1282e+05,3.5371e+05,3.458e+05,3.4365e+05,3.2537e+05,3.306e+05,3.5968e+05
2.8809e+05,3.2534e+05,2.8356e+05,3.3107e+05,3.4233e+05,3.1481e+05,3.5606e+05,3.475e+05,3.456e+05,3.2684e+05,3.3308e+05,3.6111e+05
