1.1615e+05,1.3856e+05,1.5854e+05,1.4278e+05,1.3947e+05,1.383e+05,1.6553e+05,1.5258e+05,1.6547e+05,1.6935e+05,1.4336e+05,1.4368e+05,1.4092e+05,1.2468e+05,1.4665e+05,1.2441e+05,1.397e+05,1.3368e+05,1.5018e+05,1.4198e+05,1.5406e+05,1.3751e+05,90162,95537,1.0542e+05,1.3031e+05,1.1267e+05,1.1488e+05,1.3389e+05,1.2e+05,1.0301e+05,1.04e+05,1.0012e+05,74893,1.1899e+05,1.2128e+05,1.1189e+05
1.1862e+05,1.4243e+05,1.642e+05,1.477e+05,1.4422e+05,1.4268e+05,1.7073e+05,1.5691e+05,1.7012e+05,1.7413e+05,1.4741e+05,1.4896e+05,1.4481e+05,1.2945e+05,1.5118e+05,1.2883e+05,1.4439e+05,1.3704e+05,1.5557e+05,1.4492e+05,1.5841e+05,1.4238e+05,95599,98929,1.0923e+05,1.3513e+05,1.1772e+05,1.1903e+05,1.39e+05,1.2526e+05,1.0648e+05,1.0843e+05,1.0524e+05,76687,1.2336e+05,1.2582e+05,1.1615e+05
1.2153e+05,1.4534e+05,1.687e+05,1.5212e+05,1.489e+05,1.4688e+05,1.7632e+05,1.6152e+05,1.759e+05,1.7883e+05,1.5091e+05,1.5444e+05,1.4911e+05,1.3436e+05,1.5561e+05,1.3216e+05,1.5022e+05,1.402e+05,1.6145e+05,1.4778e+05,1.6293e+05,1.4745e+05,1.0073e+05,1.0319e+05,1.1292e+05,1.4019e+05,1.2165e+05,1.2171e+05,1.4407e+05,1.2947e+05,1.098e+05,1.1339e+05,1.0995e+05,78174,1.2719e+05,1.2986e+05,1.2074e+05
1.2384e+05,1.4884e+05,1.7342e+05,1.5663e+05,1.5256e+05,1.5113e+05,1.8038e+05,1.6602e+05,1.8143e+05,1.8414e+05,1.5526e+05,1.5955e+05,1.5296e+05,1.3933e+05,1.6008e+05,1.3658e+05,1.5548e+05,1.437e+05,1.6565e+05,1.513e+05,1.655e+05,1.5189e+05,1.0587e+05,1.0649e+05,1.168e+05,1.4637e+05,1.2508e+05,1.2625e+05,1.484e+05,1.3381e+05,1.1347e+05,1.1627e+05,1.148e+05,79191,1.3169e+05,1.3484e+05,1.2527e+05
1.2651e+05,1.5279e+05,1.789e+05,1.6191e+05,1.5721e+05,1.5466e+05,1.8527e+05,1.7083e+05,1.8736e+05,1.882e+05,1.5912e+05,1.6412e+05,1.5679e+05,1.4435e+05,1.6361e+05,1.38e+05,1.6062e+05,1.4671e+05,1.7142e+05,1.5491e+05,1.698e+05,1.5735e+05,1.1114e+05,1.1096e+05,1.2051e+05,1.5166e+05,1.2829e+05,1.3037e+05,1.5357e+05,1.3787e+05,1.171e+05,1.2081e+05,1.1935e+05,81621,1.368e+05,1.3945e+05,1.2974e+05
1.292e+05,1.5643e+05,1.815e+05,1.6596e+05,1.6109e+05,1.5895e+05,1.9037e+05,1.751e+05,1.9279e+05,1.9417e+05,1.6248e+05,1.6937e+05,1.6178e+05,1.5044e+05,1.6888e+05,1.4279e+05,1.6406e+05,1.513e+05,1.7636e+05,1.6103e+05,1.7541e+05,1.618e+05,1.157e+05,1.1556e+05,1.2537e+05,1.5664e+05,1.341e+05,1.3615e+05,1.576e+05,1.428e+05,1.2294e+05,1.265e+05,1.2533e+05,87184,1.4249e+05,1.4433e+05,1.3456e+05
1.3253e+05,1.6035e+05,1.8446e+05,1.7021e+05,1.6564e+05,1.6371e+05,1.9478e+05,1.8012e+05,1.9912e+05,1.9899e+05,1.6624e+05,1.7446e+05,1.6767e+05,1.5608e+05,1.7391e+05,1.4803e+05,1.6821e+05,1.5562e+05,1.8231e+05,1.6671e+05,1.8049e+05,1.6733e+05,1.2131e+05,1.1964e+05,1.3113e+05,1.6098e+05,1.4065e+05,1.4175e+05,1.6227e+05,1.4868e+05,1.2883e+05,1.331e+05,1.3084e+05,93663,1.4863e+05,1.4904e+05,1.3843e+05
1.354e+05,1.635e+05,1.8819e+05,1.7392e+05,1.6853e+05,1.6742e+05,1.9944e+05,1.8491e+05,2.0571e+05,2.0317e+05,1.706e+05,1.7941e+05,1.7346e+05,1.6279e+05,1.7871e+05,1.5307e+05,1.7254e+05,1.6017e+05,1.8799e+05,1.7284e+05,1.8549e+05,1.7273e+05,1.2646e+05,1.2431e+05,1.3574e+05,1.6547e+05,1.4643e+05,1.4773e+05,1.6636e+05,1.5219e+05,1.3447e+05,1.3835e+05,1.3636e+05,98164,1.5422e+05,1.5333e+05,1.4276e+05
1.3776e+05,1.6713e+05,1.9171e+05,1.7753e+05,1.732e+05,1.7139e+05,2.0465e+05,1.8946e+05,2.1213e+05,2.0921e+05,1.7431e+05,1.8456e+05,1.7998e+05,1.6801e+05,1.8419e+05,1.5801e+05,1.7676e+05,1.6503e+05,1.938e+05,1.7843e+05,1.9077e+05,1.773e+05,1.3028e+05,1.2861e+05,1.3928e+05,1.6923e+05,1.5145e+05,1.5407e+05,1.7022e+05,1.5746e+05,1.3916e+05,1.4409e+05,1.4246e+05,1.0324e+05,1.6021e+05,1.5864e+05,1.4706e+05
1.4317e+05,1.7082e+05,1.9506e+05,1.8134e+05,1.7718e+05,1.7583e+05,2.0789e+05,1.9406e+05,2.1851e+05,2.1403e+05,1.7818e+05,1.8961e+05,1.8437e+05,1.7308e+05,1.9027e+05,1.6331e+05,1.8069e+05,1.6956e+05,1.9856e+05,1.8352e+05,1.9518e+05,1.8239e+05,1.3534e+05,1.3187e+05,1.4261e+05,1.7382e+05,1.5708e+05,1.594e+05,1.744e+05,1.6364e+05,1.4384e+05,1.4897e+05,1.4624e+05,1.0818e+05,1.6538e+05,1.6305e+05,1.512e+05
1.481e+05,1.7412e+05,1.9736e+05,1.8502e+05,1.8072e+05,1.7977e+05,2.0789e+05,1.9806e+05,2.2337e+05,2.1942e+05,1.8181e+05,1.9411e+05,1.8941e+05,1.792e+05,1.9565e+05,1.6732e+05,1.8462e+05,1.7394e+05,2.0326e+05,1.8787e+05,1.9992e+05,1.8627e+05,1.4057e+05,1.3567e+05,1.4571e+05,1.7843e+05,1.6207e+05,1.6379e+05,1.7821e+05,1.6816e+05,1.4871e+05,1.5484e+05,1.5228e+05,1.1316e+05,1.6977e+05,1.6792e+05,1.5552e+05
1.5256e+05,1.78e+05,2.0081e+05,1.8917e+05,1.8559e+05,1.8477e+05,2.1174e+05,2.0206e+05,2.2908e+05,2.2591e+05,1.8552e+05,1.9813e+05,1.9245e+05,1.8527e+05,2.0119e+05,1.7188e+05,1.8911e+05,1.7799e+05,2.0825e+05,1.924e+05,2.0354e+05,1.9138e+05,1.4685e+05,1.3959e+05,1.4939e+05,1.826e+05,1.6743e+05,1.6926e+05,1.827e+05,1.7364e+05,1.5439e+05,1.5844e+05,1.5821e+05,1.1958e+05,1.7474e+05,1.7306e+05,1.6005e+05
1.551e+05,1.8069e+05,2.0327e+05,1.9156e+05,1.8814e+05,1.8971e+05,2.1594e+05,2.0476e+05,2.3222e+05,2.3011e+05,1.8851e+05,2.011e+05,1.9704e+05,1.9062e+05,2.0362e+05,1.7592e+05,1.9342e+05,1.8181e+05,2.1423e+05,1.9802e+05,2.0751e+05,1.9504e+05,1.5056e+05,1.4409e+05,1.5336e+05,1.847e+05,1.7096e+05,1.7292e+05,1.8559e+05,1.7795e+05,1.5939e+05,1.6324e+05,1.6196e+05,1.2551e+05,1.7719e+05,1.769e+05,1.6491e+05
1.5817e+05,1.8267e+05,2.0626e+05,1.9366e+05,1.9083e+05,1.9109e+05,2.1672e+05,2.0761e+05,2.3605e+05,2.3393e+05,1.9209e+05,2.0372e+05,2.0122e+05,1.9615e+05,2.0586e+05,1.8062e+05,1.9762e+05,1.8696e+05,2.1939e+05,2.0328e+05,2.108e+05,1.9888e+05,1.5352e+05,1.4838e+05,1.5699e+05,1.8754e+05,1.7388e+05,1.7604e+05,1.8858e+05,1.8243e+05,1.6518e+05,1.6659e+05,1.6767e+05,1.2981e+05,1.8101e+05,1.8179e+05,1.6914e+05
1.6085e+05,1.8403e+05,2.0834e+05,1.9482e+05,1.9181e+05,1.9212e+05,2.1813e+05,2.0991e+05,2.4001e+05,2.3534e+05,1.9437e+05,2.0682e+05,2.0513e+05,1.993e+05,2.0818e+05,1.823e+05,2.0043e+05,1.9117e+05,2.2316e+05,2.0787e+05,2.14e+05,2.0204e+05,1.5597e+05,1.5054e+05,1.5864e+05,1.9091e+05,1.7728e+05,1.7736e+05,1.9217e+05,1.8413e+05,1.6964e+05,1.682e+05,1.7161e+05,1.3439e+05,1.8452e+05,1.8537e+05,1.7287e+05
1.6356e+05,1.8501e+05,2.092e+05,1.9626e+05,1.9406e+05,1.9307e+05,2.1815e+05,2.1196e+05,2.4059e+05,2.3534e+05,1.9486e+05,2.0932e+05,2.057e+05,2.0231e+05,2.1046e+05,1.8479e+05,2.0229e+05,1.9639e+05,2.2745e+05,2.1169e+05,2.1617e+05,2.056e+05,1.5859e+05,1.5335e+05,1.6085e+05,1.9344e+05,1.7957e+05,1.7748e+05,1.9494e+05,1.8664e+05,1.727e+05,1.7019e+05,1.7553e+05,1.3942e+05,1.8692e+05,1.8935e+05,1.7619e+05
1.6462e+05,1.8511e+05,2.092e+05,1.9887e+05,1.9637e+05,1.9415e+05,2.1846e+05,2.1509e+05,2.4087e+05,2.3879e+05,1.9571e+05,2.1241e+05,2.0633e+05,2.0381e+05,2.1254e+05,1.8781e+05,2.0532e+05,2.0106e+05,2.3178e+05,2.1595e+05,2.1875e+05,2.0919e+05,1.6058e+05,1.5559e+05,1.6412e+05,1.9675e+05,1.8313e+05,1.7844e+05,1.9839e+05,1.8896e+05,1.7563e+05,1.7161e+05,1.7952e+05,1.4337e+05,1.8979e+05,1.9274e+05,1.798e+05
1.6791e+05,1.8698e+05,2.111e+05,2.0077e+05,1.988e+05,1.9838e+05,2.2197e+05,2.178e+05,2.4472e+05,2.428e+05,1.9857e+05,2.1668e+05,2.0994e+05,2.079e+05,2.1593e+05,1.9158e+05,2.1034e+05,2.0453e+05,2.3587e+05,2.1954e+05,2.2272e+05,2.1271e+05,1.6445e+05,1.5901e+05,1.6735e+05,2.0005e+05,1.8447e+05,1.8183e+05,2.0183e+05,1.9235e+05,1.7982e+05,1.7505e+05,1.8355e+05,1.4665e+05,1.9251e+05,1.9639e+05,1.835e+05
1.7142e+05,1.8897e+05,2.1353e+05,2.0077e+05,2.0049e+05,2.0362e+05,2.2771e+05,2.204e+05,2.5078e+05,2.4771e+05,2.0515e+05,2.207e+05,2.1406e+05,2.1217e+05,2.2184e+05,1.9737e+05,2.1579e+05,2.0907e+05,2.3937e+05,2.243e+05,2.2513e+05,2.1699e+05,1.6912e+05,1.6136e+05,1.6965e+05,2.0406e+05,1.8776e+05,1.8384e+05,2.064e+05,1.9576e+05,1.8577e+05,1.7794e+05,1.8711e+05,1.5118e+05,1.9499e+05,1.9952e+05,1.8637e+05
1.7397e+05,1.9145e+05,2.1611e+05,2.0077e+05,2.0474e+05,2.0831e+05,2.316e+05,2.2267e+05,2.5622e+05,2.5187e+05,2.086e+05,2.2435e+05,2.1705e+05,2.1622e+05,2.2338e+05,2.0074e+05,2.1878e+05,2.1288e+05,2.426e+05,2.2784e+05,2.2806e+05,2.1999e+05,1.7204e+05,1.6615e+05,1.7216e+05,2.0861e+05,1.9102e+05,1.8714e+05,2.084e+05,1.9912e+05,1.8907e+05,1.8101e+05,1.9062e+05,1.5451e+05,1.9972e+05,2.0306e+05,1.9101e+05
1.7711e+05,1.9424e+05,2.1958e+05,2.0129e+05,2.0891e+05,2.1298e+05,2.357e+05,2.2669e+05,2.6035e+05,2.5513e+05,2.1313e+05,2.2644e+05,2.2122e+05,2.2061e+05,2.2619e+05,2.0476e+05,2.2246e+05,2.18e+05,2.4719e+05,2.3186e+05,2.3221e+05,2.2389e+05,1.7607e+05,1.6933e+05,1.7431e+05,2.1294e+05,1.9518e+05,1.9161e+05,2.1344e+05,1.9912e+05,1.9275e+05,1.8471e+05,1.9423e+05,1.5742e+05,2.0406e+05,2.0672e+05,1.9457e+05
1.8078e+05,1.9701e+05,2.2269e+05,2.0462e+05,2.1325e+05,2.1745e+05,2.3934e+05,2.296e+05,2.6432e+05,2.603e+05,2.1695e+05,2.3001e+05,2.2471e+05,2.2573e+05,2.3064e+05,2.083e+05,2.2652e+05,2.2188e+05,2.5168e+05,2.3556e+05,2.3509e+05,2.2794e+05,1.8095e+05,1.7302e+05,1.7799e+05,2.1641e+05,1.9925e+05,1.9602e+05,2.172e+05,1.9912e+05,1.9702e+05,1.8834e+05,1.9877e+05,1.6194e+05,2.0764e+05,2.1081e+05,1.99e+05
1.8368e+05,2.0135e+05,2.2528e+05,2.0777e+05,2.1766e+05,2.2082e+05,2.428e+05,2.3316e+05,2.6983e+05,2.6455e+05,2.2039e+05,2.3304e+05,2.275e+05,2.296e+05,2.3502e+05,2.1297e+05,2.3136e+05,2.2522e+05,2.5525e+05,2.3866e+05,2.401e+05,2.3186e+05,1.853e+05,1.7701e+05,1.8213e+05,2.1952e+05,2.0291e+05,2.0009e+05,2.2017e+05,2.0212e+05,2.0103e+05,1.9309e+05,2.0209e+05,1.6611e+05,2.1111e+05,2.1456e+05,2.0235e+05
1.8745e+05,2.039e+05,2.2859e+05,2.114e+05,2.2165e+05,2.242e+05,2.4613e+05,2.3551e+05,2.7533e+05,2.7017e+05,2.2419e+05,2.3675e+05,2.3145e+05,2.3383e+05,2.3922e+05,2.1704e+05,2.3482e+05,2.2942e+05,2.5869e+05,2.4297e+05,2.4443e+05,2.3549e+05,1.8918e+05,1.8108e+05,1.8679e+05,2.2282e+05,2.0705e+05,2.0385e+05,2.2302e+05,2.0522e+05,2.0543e+05,1.9768e+05,2.0643e+05,1.7016e+05,2.1628e+05,2.191e+05,2.0611e+05
1.8909e+05,2.057e+05,2.3074e+05,2.131e+05,2.237e+05,2.2744e+05,2.4921e+05,2.3711e+05,2.7858e+05,2.7384e+05,2.2747e+05,2.4022e+05,2.3437e+05,2.3635e+05,2.4227e+05,2.2004e+05,2.373e+05,2.3198e+05,2.6116e+05,2.4562e+05,2.4743e+05,2.3875e+05,1.9213e+05,1.8473e+05,1.8978e+05,2.2563e+05,2.1023e+05,2.0705e+05,2.2732e+05,2.0831e+05,2.0782e+05,2.0046e+05,2.0937e+05,1.7363e+05,2.1871e+05,2.2323e+05,2.0981e+05
1.9005e+05,2.057e+05,2.3246e+05,2.1397e+05,2.2465e+05,2.2881e+05,2.5074e+05,2.3849e+05,2.8068e+05,2.7511e+05,2.2787e+05,2.4136e+05,2.3564e+05,2.3785e+05,2.4339e+05,2.2094e+05,2.3841e+05,2.3341e+05,2.6268e+05,2.4662e+05,2.4863e+05,2.4048e+05,1.9315e+05,1.8615e+05,1.92e+05,2.2563e+05,2.1162e+05,2.0796e+05,2.2897e+05,2.0954e+05,2.0845e+05,2.0203e+05,2.1042e+05,1.7417e+05,2.1911e+05,2.2427e+05,2.1141e+05
1.9275e+05,2.0736e+05,2.3327e+05,2.1695e+05,2.2765e+05,2.3102e+05,2.5341e+05,2.4096e+05,2.8367e+05,2.7878e+05,2.3014e+05,2.4365e+05,2.3871e+05,2.405e+05,2.4607e+05,2.2372e+05,2.4064e+05,2.358e+05,2.66e+05,2.4952e+05,2.5138e+05,2.4388e+05,1.9627e+05,1.8959e+05,1.9509e+05,2.284e+05,2.1441e+05,2.1154e+05,2.3281e+05,2.1214e+05,2.1117e+05,2.0493e+05,2.138e+05,1.7687e+05,2.2179e+05,2.2748e+05,2.1433e+05
1.9513e+05,2.0899e+05,2.3563e+05,2.1918e+05,2.3058e+05,2.3462e+05,2.5534e+05,2.4398e+05,2.8733e+05,2.8255e+05,2.3352e+05,2.4638e+05,2.4153e+05,2.4281e+05,2.4953e+05,2.2674e+05,2.4292e+05,2.3962e+05,2.6879e+05,2.5232e+05,2.5415e+05,2.4729e+05,1.9886e+05,1.9202e+05,1.9762e+05,2.318e+05,2.1541e+05,2.1528e+05,2.3815e+05,2.1476e+05,2.1448e+05,2.0811e+05,2.1794e+05,1.7931e+05,2.2453e+05,2.3022e+05,2.1742e+05
