99700,65999,82208,78186,84267,88281,99107,94917,87039,1.1806e+05
1.0077e+05,68496,85827,80351,85970,91758,1.0149e+05,96755,89079,1.2122e+05
1.0118e+05,70765,88586,82365,88317,94939,1.0425e+05,98630,91535,1.2352e+05
1.0178e+05,72960,91595,84210,90267,98312,1.0623e+05,1.0024e+05,93089,1.2543e+05
1.0357e+05,75277,93533,85838,91728,1.0085e+05,1.077e+05,1.0225e+05,94297,1.2765e+05
1.0595e+05,76395,97905,87897,93532,1.0317e+05,1.0998e+05,1.0393e+05,96902,1.2983e+05
1.0827e+05,77531,1.0167e+05,89985,95824,1.059e+05,1.1247e+05,1.0592e+05,99227,1.3243e+05
1.1097e+05,78517,1.0521e+05,92023,98039,1.083e+05,1.1462e+05,1.0833e+05,1.0162e+05,1.3528e+05
1.132e+05,79513,1.0789e+05,94175,99859,1.1118e+05,1.1747e+05,1.1088e+05,1.036e+05,1.3795e+05
1.1475e+05,80230,1.0967e+05,95773,1.0112e+05,1.1427e+05,1.198e+05,1.1203e+05,1.0463e+05,1.4131e+05
1.1701e+05,81043,1.0989e+05,97384,1.0222e+05,1.1771e+05,1.2254e+05,1.1405e+05,1.0578e+05,1.4444e+05
1.1941e+05,81812,1.107e+05,99210,1.0401e+05,1.216e+05,1.2464e+05,1.1563e+05,1.0644e+05,1.4785e+05
1.2182e+05,82370,1.1437e+05,1.0148e+05,1.0637e+05,1.251e+05,1.2666e+05,1.1757e+05,1.0848e+05,1.505e+05
1.2471e+05,84334,1.1766e+05,1.0398e+05,1.0917e+05,1.2909e+05,1.2962e+05,1.1968e+05,1.0984e+05,1.5269e+05
1.2732e+05,86034,1.2107e+05,1.0596e+05,1.115e+05,1.3221e+05,1.3198e+05,1.2164e+05,1.1181e+05,1.5537e+05
1.2955e+05,87768,1.2345e+05,1.08e+05,1.135e+05,1.3475e+05,1.3416e+05,1.2439e+05,1.1381e+05,1.576e+05
1.3201e+05,89745,1.2602e+05,1.0946e+05,1.1532e+05,1.3736e+05,1.3654e+05,1.2546e+05,1.159e+05,1.6017e+05
1.3465e+05,91950,1.2814e+05,1.1289e+05,1.1783e+05,1.3998e+05,1.3853e+05,1.2713e+05,1.1759e+05,1.628e+05
1.3691e+05,93744,1.2989e+05,1.1583e+05,1.2024e+05,1.4205e+05,1.4139e+05,1.2864e+05,1.2034e+05,1.6578e+05
1.3959e+05,95084,1.3392e+05,1.1804e+05,1.2258e+05,1.4428e+05,1.4348e+05,1.3032e+05,1.2189e+05,1.6816e+05
1.4183e+05,96347,1.3648e+05,1.1996e+05,1.2465e+05,1.4669e+05,1.4585e+05,1.3165e+05,1.2383e+05,1.7059e+05
1.4382e+05,97437,1.3723e+05,1.2102e+05,1.2672e+05,1.483e+05,1.4734e+05,1.3311e+05,1.2467e+05,1.7344e+05
1.4637e+05,99649,1.3963e+05,1.2284e+05,1.2899e+05,1.5019e+05,1.4964e+05,1.3515e+05,1.2486e+05,1.7629e+05
1.4784e+05,1.0133e+05,1.4178e+05,1.2509e+05,1.3139e+05,1.5171e+05,1.5067e+05,1.3715e+05,1.2677e+05,1.7953e+05
1.5002e+05,1.0327e+05,1.4421e+05,1.2727e+05,1.3368e+05,1.5414e+05,1.5317e+05,1.3875e+05,1.2902e+05,1.8172e+05
1.5258e+05,1.0511e+05,1.4736e+05,1.2981e+05,1.3653e+05,1.5718e+05,1.5651e+05,1.409e+05,1.3234e+05,1.8417e+05
1.5552e+05,1.0738e+05,1.509e+05,1.3192e+05,1.3888e+05,1.5932e+05,1.5878e+05,1.42e+05,1.3457e+05,1.8678e+05
1.5699e+05,1.0943e+05,1.5331e+05,1.3429e+05,1.408e+05,1.6194e+05,1.6065e+05,1.4463e+05,1.3717e+05,1.8912e+05
1.5874e+05,1.1152e+05,1.5601e+05,1.3665e+05,1.4324e+05,1.64e+05,1.6264e+05,1.4661e+05,1.403e+05,1.924e+05
1.6032e+05,1.1335e+05,1.5902e+05,1.3843e+05,1.4606e+05,1.6581e+05,1.6539e+05,1.4854e+05,1.421e+05,1.9535e+05
1.6211e+05,1.1521e+05,1.6185e+05,1.4033e+05,1.4885e+05,1.6748e+05,1.6795e+05,1.5011e+05,1.4423e+05,1.9771e+05
1.6327e+05,1.1666e+05,1.6382e+05,1.4198e+05,1.5088e+05,1.6922e+05,1.6986e+05,1.5185e+05,1.4535e+05,1.9935e+05
1.6372e+05,1.176e+05,1.6444e+05,1.4374e+05,1.517e+05,1.6976e+05,1.7105e+05,1.52e+05,1.4672e+05,1.9982e+05
1.6499e+05,1.1925e+05,1.6542e+05,1.4504e+05,1.5374e+05,1.7258e+05,1.7353e+05,1.5298e+05,1.497e+05,2.026e+05
1.6721e+05,1.2181e+05,1.6758e+05,1.4826e+05,1.5677e+05,1.7505e+05,1.7511e+05,1.5632e+05,1.5188e+05,2.0515e+05
1.6913e+05,1.2355e+05,1.6948e+05,1.5235e+05,1.6036e+05,1.7734e+05,1.7734e+05,1.5886e+05,1.5571e+05,2.0779e+05
1.7037e+05,1.2467e+05,1.7158e+05,1.5573e+05,1.6331e+05,1.7978e+05,1.792e+05,1.6091e+05,1.5853e+05,2.1049e+05
1.7175e+05,1.2605e+05,1.7292e+05,1.5821e+05,1.6703e+05,1.8218e+05,1.8088e+05,1.6235e+05,1.6137e+05,2.1215e+05
1.7345e+05,1.2728e+05,1.7459e+05,1.6114e+05,1.7045e+05,1.8477e+05,1.8265e+05,1.6425e+05,1.6441e+05,2.1499e+05
1.7584e+05,1.2946e+05,1.7704e+05,1.6328e+05,1.7329e+05,1.8628e+05,1.8448e+05,1.6702e+05,1.6694e+05,2.1697e+05
1.7779e+05,1.3132e+05,1.7921e+05,1.6455e+05,1.7547e+05,1.8837e+05,1.8629e+05,1.6878e+05,1.6882e+05,2.1945e+05
1.7954e+05,1.3337e+05,1.8099e+05,1.667e+05,1.7727e+05,1.8988e+05,1.8836e+05,1.7037e+05,1.7104e+05,2.2114e+05
1.8155e+05,1.3614e+05,1.829e+05,1.6848e+05,1.7941e+05,1.9175e+05,1.9033e+05,1.7232e+05,1.7278e+05,2.2421e+05
1.8339e+05,1.3682e+05,1.8345e+05,1.6973e+05,1.7994e+05,1.929e+05,1.9173e+05,1.7402e+05,1.7442e+05,2.2725e+05
1.8497e+05,1.3682e+05,1.8618e+05,1.7153e+05,1.7994e+05,1.9411e+05,1.9274e+05,1.7572e+05,1.7646e+05,2.3025e+05
1.8686e+05,1.3705e+05,1.8842e+05,1.7344e+05,1.8026e+05,1.9507e+05,1.9355e+05,1.7747e+05,1.7911e+05,2.3306e+05
1.8883e+05,1.3876e+05,1.8971e+05,1.7713e+05,1.8158e+05,1.9754e+05,1.9595e+05,1.7916e+05,1.8163e+05,2.353e+05
1.9005e+05,1.4032e+05,1.9142e+05,1.8032e+05,1.8263e+05,2.0024e+05,1.9808e+05,1.8133e+05,1.8323e+05,2.375e+05
1.9161e+05,1.4137e+05,1.9289e+05,1.8185e+05,1.8455e+05,2.0268e+05,1.9986e+05,1.8306e+05,1.8498e+05,2.3835e+05
1.9247e+05,1.4263e+05,1.948e+05,1.8354e+05,1.8646e+05,2.0506e+05,2.0187e+05,1.8425e+05,1.8656e+05,2.4056e+05
1.9374e+05,1.4409e+05,1.9653e+05,1.8538e+05,1.8815e+05,2.0855e+05,2.0471e+05,1.8599e+05,1.8925e+05,2.4312e+05
1.9504e+05,1.4551e+05,1.9837e+05,1.8687e+05,1.8976e+05,2.1096e+05,2.0661e+05,1.8719e+05,1.9181e+05,2.453e+05
1.9632e+05,1.4703e+05,2.0097e+05,1.8824e+05,1.912e+05,2.1417e+05,2.086e+05,1.8863e+05,1.9456e+05,2.4823e+05
1.9676e+05,1.4744e+05,2.0181e+05,1.8889e+05,1.9215e+05,2.1495e+05,2.0983e+05,1.8892e+05,1.9603e+05,2.4969e+05
1.9824e+05,1.486e+05,2.0369e+05,1.9043e+05,1.9306e+05,2.1654e+05,2.123e+05,1.9038e+05,1.9827e+05,2.5205e+05
1.9894e+05,1.4927e+05,2.0513e+05,1.913e+05,1.9402e+05,2.1827e+05,2.134e+05,1.9132e+05,1.993e+05,2.5382e+05
1.9936e+05,1.4946e+05,2.0678e+05,1.916e+05,1.9413e+05,2.2039e+05,2.1378e+05,1.9132e+05,2.0053e+05,2.5622e+05
1.9942e+05,1.4997e+05,2.0828e+05,1.9194e+05,1.9413e+05,2.2318e+05,2.14e+05,1.9234e+05,2.025e+05,2.5849e+05
2.0018e+05,1.5097e+05,2.0985e+05,1.9381e+05,1.9489e+05,2.2535e+05,2.1498e+05,1.9319e+05,2.0436e+05,2.6404e+05
2.0125e+05,1.5214e+05,2.1089e+05,1.9555e+05,1.9753e+05,2.2732e+05,2.1639e+05,1.947e+05,2.0606e+05,2.6521e+05
2.0233e+05,1.5296e+05,2.1211e+05,1.9744e+05,1.9927e+05,2.2944e+05,2.1778e+05,1.9669e+05,2.0786e+05,2.6691e+05
2.0346e+05,1.5409e+05,2.1332e+05,2.0007e+05,2.0139e+05,2.3124e+05,2.1996e+05,1.9881e+05,2.084e+05,2.6867e+05
2.0444e+05,1.5492e+05,2.1427e+05,2.0204e+05,2.046e+05,2.3365e+05,2.2184e+05,2.0123e+05,2.1124e+05,2.7033e+05
2.0517e+05,1.558e+05,2.147e+05,2.0318e+05,2.0582e+05,2.3491e+05,2.2292e+05,2.0246e+05,2.1307e+05,2.719e+05
2.0611e+05,1.5712e+05,2.1584e+05,2.0513e+05,2.0762e+05,2.3654e+05,2.2403e+05,2.0381e+05,2.1482e+05,2.7367e+05
2.0743e+05,1.5829e+05,2.1681e+05,2.0725e+05,2.0946e+05,2.381e+05,2.2607e+05,2.0571e+05,2.1665e+05,2.7433e+05
2.0828e+05,1.59e+05,2.1759e+05,2.0889e+05,2.1076e+05,2.4021e+05,2.2741e+05,2.0788e+05,2.1888e+05,2.7643e+05
2.0961e+05,1.6005e+05,2.1856e+05,2.1027e+05,2.1227e+05,2.4167e+05,2.2891e+05,2.0957e+05,2.2051e+05,2.779e+05
2.1e+05,1.6081e+05,2.1916e+05,2.1114e+05,2.1407e+05,2.4323e+05,2.2959e+05,2.1059e+05,2.2135e+05,2.7921e+05
2.1084e+05,1.6171e+05,2.2012e+05,2.1114e+05,2.168e+05,2.4434e+05,2.2959e+05,2.1059e+05,2.2135e+05,2.8027e+05
2.1084e+05,1.641e+05,2.2012e+05,2.1161e+05,2.1823e+05,2.4439e+05,2.3079e+05,2.1059e+05,2.2289e+05,2.8077e+05
2.1117e+05,1.6533e+05,2.208e+05,2.1249e+05,2.1943e+05,2.4495e+05,2.32e+05,2.1128e+05,2.241e+05,2.8175e+05
2.1221e+05,1.6608e+05,2.2171e+05,2.1359e+05,2.2111e+05,2.4574e+05,2.3307e+05,2.1257e+05,2.2523e+05,2.8311e+05
2.1279e+05,1.6677e+05,2.2262e+05,2.1435e+05,2.2252e+05,2.4736e+05,2.3472e+05,2.1392e+05,2.2641e+05,2.8512e+05
2.1346e+05,1.6761e+05,2.2381e+05,2.1529e+05,2.2386e+05,2.4858e+05,2.3589e+05,2.1576e+05,2.2813e+05,2.8656e+05
2.1478e+05,1.6831e+05,2.2477e+05,2.1717e+05,2.2508e+05,2.4974e+05,2.37e+05,2.1576e+05,2.2886e+05,2.8782e+05
2.1598e+05,1.6933e+05,2.258e+05,2.1964e+05,2.2715e+05,2.511e+05,2.3847e+05,2.158e+05,2.3091e+05,2.8782e+05
2.1707e+05,1.7087e+05,2.2718e+05,2.2173e+05,2.2858e+05,2.5201e+05,2.3976e+05,2.1668e+05,2.3227e+05,2.8782e+05
2.1805e+05,1.7187e+05,2.281e+05,2.232e+05,2.3004e+05,2.5364e+05,2.4111e+05,2.1789e+05,2.3363e+05,2.8782e+05
2.1906e+05,1.7298e+05,2.2905e+05,2.2411e+05,2.3107e+05,2.5479e+05,2.4237e+05,2.1915e+05,2.3429e+05,2.8923e+05
2.2008e+05,1.7448e+05,2.2994e+05,2.2465e+05,2.3212e+05,2.557e+05,2.434e+05,2.2051e+05,2.3529e+05,2.902e+05
2.203e+05,1.7531e+05,2.3114e+05,2.2493e+05,2.3266e+05,2.5648e+05,2.4347e+05,2.2156e+05,2.3604e+05,2.9048e+05
2.2089e+05,1.757e+05,2.3229e+05,2.2493e+05,2.3266e+05,2.5663e+05,2.4382e+05,2.2221e+05,2.3726e+05,2.9048e+05
2.2167e+05,1.7686e+05,2.3391e+05,2.2515e+05,2.3294e+05,2.5712e+05,2.4461e+05,2.2283e+05,2.3762e+05,2.9148e+05
2.2243e+05,1.7775e+05,2.347e+05,2.2615e+05,2.3392e+05,2.5806e+05,2.4557e+05,2.235e+05,2.3849e+05,2.9239e+05
2.2316e+05,1.7857e+05,2.3558e+05,2.2696e+05,2.3498e+05,2.5919e+05,2.4651e+05,2.244e+05,2.3963e+05,2.9342e+05
2.2403e+05,1.7969e+05,2.3644e+05,2.2815e+05,2.3575e+05,2.6013e+05,2.4754e+05,2.2538e+05,2.4055e+05,2.9435e+05
2.2482e+05,1.804e+05,2.3727e+05,2.2908e+05,2.3646e+05,2.61e+05,2.4844e+05,2.2609e+05,2.4149e+05,2.9539e+05
2.2579e+05,1.8126e+05,2.3729e+05,2.3002e+05,2.3723e+05,2.6211e+05,2.4937e+05,2.2706e+05,2.4244e+05,2.9633e+05
2.2669e+05,1.8217e+05,2.3751e+05,2.3082e+05,2.3805e+05,2.6288e+05,2.502e+05,2.279e+05,2.4347e+05,2.9732e+05
2.2769e+05,1.8319e+05,2.3852e+05,2.3175e+05,2.3904e+05,2.6379e+05,2.5114e+05,2.2888e+05,2.4445e+05,2.9819e+05
2.2843e+05,1.8418e+05,2.3931e+05,2.324e+05,2.3979e+05,2.6436e+05,2.5187e+05,2.2961e+05,2.4529e+05,2.9904e+05
